TrainStep,TrainLoss,TrainStep,TrainAccuracy
890,1.72343,890,0.59
891,1.47907,891,0.76
892,1.35444,892,0.83
893,1.38924,893,0.8
894,1.51778,894,0.72
895,1.74036,895,0.63
896,1.37793,896,0.76
897,1.4065,897,0.69
898,1.88398,898,0.57
899,1.67838,899,0.7
900,1.54541,900,0.65
901,1.53892,901,0.64
902,1.63568,902,0.55
903,1.61652,903,0.61
904,1.41736,904,0.79
905,1.22262,905,0.83
906,1.26683,906,0.74
907,1.79183,907,0.59
908,1.40582,908,0.67
909,1.43586,909,0.69
910,1.33321,910,0.8
911,1.30781,911,0.75
912,1.22547,912,0.74
913,1.65137,913,0.53
914,1.73172,914,0.59
915,1.36971,915,0.72
916,1.36859,916,0.77
917,1.30514,917,0.69
918,1.36916,918,0.59
919,1.33586,919,0.66
920,1.64557,920,0.61
921,1.37812,921,0.72
922,1.38017,922,0.77
923,1.44179,923,0.63
924,1.68435,924,0.62
925,1.48894,925,0.69
926,1.54548,926,0.55
927,1.69441,927,0.59
928,1.4921,928,0.6
929,1.36821,929,0.74
930,1.50747,930,0.69
931,1.28027,931,0.79
932,1.56507,932,0.56
933,1.61335,933,0.61
934,1.55595,934,0.66
935,1.51631,935,0.57
936,1.70687,936,0.65
937,1.42319,937,0.78
938,1.42577,938,0.73
939,1.53805,939,0.68
940,1.48231,940,0.71
941,1.29118,941,0.75
942,1.10931,942,0.74
943,1.53393,943,0.49
944,2.07947,944,0.51
945,2.00552,945,0.43
946,1.83335,946,0.45
947,1.75835,947,0.51
948,1.59143,948,0.63
949,1.41821,949,0.75
950,1.16491,950,0.84
951,1.54155,951,0.78
952,1.27493,952,0.79
953,1.60588,953,0.61
954,1.55479,954,0.64
955,1.46287,955,0.67
956,1.52721,956,0.59
957,1.50843,957,0.73
958,1.48028,958,0.75
959,1.41922,959,0.76
960,1.61763,960,0.68
961,1.30213,961,0.72
962,1.32529,962,0.74
963,1.30705,963,0.8
964,1.51971,964,0.65
965,1.67198,965,0.55
966,1.46521,966,0.74
967,1.43864,967,0.7
968,1.35347,968,0.72
969,1.55994,969,0.64
970,1.77449,970,0.47
971,1.67967,971,0.62
972,1.49843,972,0.74
973,1.26391,973,0.78
974,1.26091,974,0.87
975,1.49978,975,0.6
976,1.49984,976,0.6
977,1.45068,977,0.68
978,1.53584,978,0.62
979,1.49383,979,0.63
980,1.63105,980,0.64
981,1.53702,981,0.72
982,1.45143,982,0.69
983,1.29378,983,0.8
984,1.30673,984,0.72
985,1.53417,985,0.74
986,1.50008,986,0.62
987,1.49191,987,0.71
988,1.54714,988,0.66
989,1.48004,989,0.71
990,1.41091,990,0.67
991,1.30177,991,0.79
992,1.34563,992,0.75
993,1.48251,993,0.64
994,1.61537,994,0.55
995,1.4672,995,0.71
996,1.38913,996,0.74
997,1.42009,997,0.73
998,1.33556,998,0.75
999,1.44645,999,0.76
1000,1.2273,1000,0.79
1001,1.51909,1001,0.67
1002,1.3993,1002,0.67
1003,1.46981,1003,0.66
1004,1.68052,1004,0.62
1005,1.51343,1005,0.59
1006,1.72597,1006,0.55
1007,1.73565,1007,0.62
1008,1.43003,1008,0.76
1009,1.45616,1009,0.74
1010,1.45534,1010,0.75
1011,1.55043,1011,0.5
1012,1.79466,1012,0.52
1013,1.46818,1013,0.61
1014,1.48319,1014,0.68
1015,1.37156,1015,0.65
1016,1.3995,1016,0.64
1017,1.45949,1017,0.67
1018,1.33483,1018,0.61
1019,1.57727,1019,0.61
1020,1.44994,1020,0.62
1021,1.36368,1021,0.71
1022,1.3733,1022,0.73
1023,1.23484,1023,0.8
1024,1.48359,1024,0.76
1025,1.3088,1025,0.75
1026,1.48988,1026,0.58
1027,1.75367,1027,0.55
1028,1.54575,1028,0.58
1029,1.69898,1029,0.62
1030,1.67391,1030,0.61
1031,1.46331,1031,0.7
1032,1.31584,1032,0.7
1033,1.30497,1033,0.72
1034,1.38791,1034,0.71
1035,1.3877,1035,0.67
1036,1.66305,1036,0.63
1037,1.26875,1037,0.81
1038,1.27484,1038,0.83
1039,1.16457,1039,0.79
1040,1.25514,1040,0.76
1041,1.53168,1041,0.63
1042,1.52226,1042,0.66
1043,1.67348,1043,0.62
1044,1.41997,1044,0.7
1045,1.32591,1045,0.71
1046,1.27078,1046,0.69
1047,1.37225,1047,0.74
1048,1.14877,1048,0.77
1049,1.58166,1049,0.5
1050,2.02352,1050,0.55
1051,1.51293,1051,0.61
1052,1.60911,1052,0.63
1053,1.65725,1053,0.69
1054,1.36838,1054,0.72
1055,1.32713,1055,0.66
1056,1.50698,1056,0.7
1057,1.39805,1057,0.72
1058,1.36502,1058,0.71
1059,1.11994,1059,0.79
1060,1.41349,1060,0.54
1061,1.84583,1061,0.58
1062,1.55141,1062,0.7
1063,1.49985,1063,0.76
1064,1.23117,1064,0.81
1065,1.55651,1065,0.8
1066,1.16364,1066,0.83
1067,1.68362,1067,0.65
1068,1.34192,1068,0.77
1069,1.47898,1069,0.66
1070,1.40659,1070,0.68
1071,1.19442,1071,0.74
1072,1.13456,1072,0.81
1073,1.46726,1073,0.73
1074,1.3189,1074,0.71
1075,1.4715,1075,0.65
1076,1.59327,1076,0.5
1077,1.45276,1077,0.75
1078,1.17593,1078,0.86
1079,1.21608,1079,0.81
1080,1.39609,1080,0.76
1081,1.76666,1081,0.55
1082,1.49073,1082,0.65
1083,1.35975,1083,0.74
1084,1.50112,1084,0.71
1085,1.40308,1085,0.68
1086,1.35748,1086,0.73
1087,1.27319,1087,0.86
1088,1.22783,1088,0.8
1089,1.65735,1089,0.6
1090,1.46711,1090,0.47
1091,2.08594,1091,0.51
1092,1.9533,1092,0.46
1093,1.51374,1093,0.62
1094,1.48181,1094,0.61
1095,1.2335,1095,0.8
1096,1.44578,1096,0.73
1097,1.5982,1097,0.52
1098,1.58587,1098,0.6
1099,1.6161,1099,0.72
1100,1.34985,1100,0.8
1101,1.16575,1101,0.83
1102,1.35088,1102,0.8
1103,1.29556,1103,0.77
1104,1.32908,1104,0.83
1105,1.27094,1105,0.81
1106,1.43664,1106,0.56
1107,1.55677,1107,0.58
1108,1.73266,1108,0.63
1109,1.40792,1109,0.73
1110,1.41322,1110,0.75
1111,1.15322,1111,0.82
1112,1.2616,1112,0.75
1113,1.35416,1113,0.75
1114,1.43173,1114,0.63
1115,1.48674,1115,0.63
1116,1.46017,1116,0.77
1117,1.16798,1117,0.8
1118,1.36431,1118,0.7
1119,1.39391,1119,0.71
1120,1.38328,1120,0.67
1121,1.90215,1121,0.49
1122,1.60096,1122,0.66
1123,1.66805,1123,0.52
1124,1.25512,1124,0.75
1125,1.34829,1125,0.77
1126,1.36188,1126,0.67
1127,1.47977,1127,0.73
1128,1.17015,1128,0.83
1129,1.28096,1129,0.79
1130,1.50767,1130,0.63
1131,1.45446,1131,0.62
1132,1.5474,1132,0.64
1133,1.71712,1133,0.59
1134,1.73147,1134,0.58
1135,1.58956,1135,0.67
1136,1.43104,1136,0.78
1137,1.37079,1137,0.81
1138,1.25769,1138,0.82
1139,1.45744,1139,0.68
1140,1.1949,1140,0.83
1141,1.30655,1141,0.81
1142,1.56343,1142,0.79
1143,1.33279,1143,0.78
1144,1.30422,1144,0.75
1145,1.53324,1145,0.59
1146,1.39176,1146,0.76
1147,1.2661,1147,0.71
1148,1.32272,1148,0.62
1149,1.87806,1149,0.56
1150,1.30902,1150,0.74
1151,1.48461,1151,0.66
1152,1.38412,1152,0.67
1153,1.39957,1153,0.74
1154,1.28668,1154,0.77
1155,1.16472,1155,0.8
1156,1.34913,1156,0.76
1157,1.31191,1157,0.78
1158,1.19902,1158,0.76
1159,1.32289,1159,0.8
1160,1.49749,1160,0.77
1161,1.30824,1161,0.73
1162,1.25045,1162,0.7
1163,1.44567,1163,0.52
1164,1.80299,1164,0.62
1165,1.38087,1165,0.63
1166,1.76861,1166,0.53
1167,1.40473,1167,0.78
1168,1.31128,1168,0.77
1169,1.36738,1169,0.69
1170,1.1936,1170,0.75
1171,1.25677,1171,0.79
1172,1.15954,1172,0.81
1173,1.42229,1173,0.7
1174,1.22201,1174,0.74
1175,1.35373,1175,0.72
1176,1.40314,1176,0.61
1177,1.4722,1177,0.71
1178,1.20317,1178,0.81
1179,1.11531,1179,0.8
1180,1.43192,1180,0.62
1181,1.55871,1181,0.64
1182,1.01403,1182,0.85
1183,1.1509,1183,0.86
1184,1.22744,1184,0.75
1185,1.38336,1185,0.75
1186,1.32482,1186,0.77
1187,1.35598,1187,0.81
1188,1.3156,1188,0.75
1189,1.15958,1189,0.75
1190,1.34815,1190,0.73
1191,1.16006,1191,0.74
1192,1.44607,1192,0.67
1193,1.15166,1193,0.78
1194,1.31432,1194,0.47
1195,2.61795,1195,0.45
1196,1.72928,1196,0.53
1197,1.61075,1197,0.61
1198,1.49593,1198,0.67
1199,1.38963,1199,0.72
1200,1.3083,1200,0.74
1201,1.57238,1201,0.63
1202,1.62926,1202,0.66
1203,1.67656,1203,0.67
1204,1.37186,1204,0.73
1205,1.30389,1205,0.73
1206,1.40508,1206,0.69
1207,1.15837,1207,0.77
1208,1.09694,1208,0.82
1209,1.36101,1209,0.71
1210,1.47969,1210,0.6
1211,1.32138,1211,0.68
1212,1.52896,1212,0.63
1213,1.14006,1213,0.8
1214,1.41565,1214,0.74
1215,1.23198,1215,0.76
1216,1.27436,1216,0.75
1217,1.37335,1217,0.74
1218,1.49149,1218,0.62
1219,1.40441,1219,0.7
1220,1.42955,1220,0.69
1221,1.65955,1221,0.64
1222,1.43955,1222,0.69
1223,1.21209,1223,0.72
1224,1.20767,1224,0.74
1225,1.19131,1225,0.81
1226,1.28531,1226,0.85
1227,1.33642,1227,0.76
1228,1.21666,1228,0.8
1229,1.31593,1229,0.71
1230,1.24622,1230,0.69
1231,1.19804,1231,0.72
1232,1.50696,1232,0.7
1233,1.26569,1233,0.84
1234,1.1641,1234,0.82
1235,1.26348,1235,0.85
1236,1.24866,1236,0.76
1237,1.11038,1237,0.79
1238,1.32845,1238,0.77
1239,1.44883,1239,0.77
1240,1.60707,1240,0.63
1241,1.45239,1241,0.71
1242,1.19405,1242,0.76
1243,1.66641,1243,0.44
1244,1.9663,1244,0.55
1245,1.52478,1245,0.64
1246,1.30159,1246,0.7
1247,1.46109,1247,0.74
1248,1.29221,1248,0.76
1249,1.1252,1249,0.82
1250,1.20402,1250,0.75
1251,1.22764,1251,0.59
1252,1.38693,1252,0.74
1253,1.30086,1253,0.81
1254,1.29092,1254,0.77
1255,1.315,1255,0.74
1256,1.18174,1256,0.8
1257,1.31273,1257,0.73
1258,1.19176,1258,0.83
1259,1.36713,1259,0.7
1260,1.33295,1260,0.67
1261,1.47727,1261,0.66
1262,1.42858,1262,0.72
1263,1.22014,1263,0.79
1264,1.43796,1264,0.65
1265,1.49213,1265,0.64
1266,1.53696,1266,0.62
1267,1.7311,1267,0.55
1268,1.33999,1268,0.73
1269,1.58324,1269,0.77
1270,1.10208,1270,0.89
1271,1.54553,1271,0.64
1272,1.45792,1272,0.66
1273,1.22593,1273,0.83
1274,1.30993,1274,0.76
1275,1.17436,1275,0.78
1276,1.1614,1276,0.75
1277,1.3549,1277,0.76
1278,1.30236,1278,0.74
1279,1.34907,1279,0.69
1280,1.67581,1280,0.71
1281,1.28778,1281,0.81
1282,1.07576,1282,0.84
1283,0.989467,1283,0.8
1284,1.53435,1284,0.61
1285,1.51513,1285,0.74
1286,1.22785,1286,0.8
1287,1.22306,1287,0.75
1288,1.24625,1288,0.77
1289,1.41858,1289,0.74
1290,1.15984,1290,0.78
1291,1.43161,1291,0.62
1292,1.44855,1292,0.68
1293,1.24037,1293,0.68
1294,1.45104,1294,0.61
1295,1.18251,1295,0.81
1296,1.26741,1296,0.75
1297,1.58848,1297,0.64
1298,1.51507,1298,0.64
1299,1.16733,1299,0.81
1300,1.3425,1300,0.71
1301,1.52564,1301,0.74
1302,1.23666,1302,0.74
1303,1.15048,1303,0.72
1304,1.37097,1304,0.7
1305,1.3689,1305,0.78
1306,1.18505,1306,0.85
1307,1.06775,1307,0.78
1308,1.23797,1308,0.71
1309,1.42755,1309,0.69
1310,1.43373,1310,0.72
1311,1.32449,1311,0.7
1312,1.10052,1312,0.82
1313,1.19897,1313,0.76
1314,1.29653,1314,0.73
1315,1.29062,1315,0.78
1316,1.18861,1316,0.79
1317,1.53034,1317,0.68
1318,1.34518,1318,0.71
1319,1.44941,1319,0.63
1320,1.51963,1320,0.51
1321,2.39398,1321,0.4
1322,1.56267,1322,0.61
1323,1.28199,1323,0.73
1324,1.3248,1324,0.68
1325,1.21544,1325,0.78
1326,1.09011,1326,0.81
1327,1.29697,1327,0.73
1328,1.65382,1328,0.65
1329,1.21445,1329,0.78
1330,1.12553,1330,0.79
1331,1.23804,1331,0.81
1332,1.55361,1332,0.7
1333,1.34397,1333,0.66
1334,1.50939,1334,0.72
1335,1.31428,1335,0.77
1336,1.22716,1336,0.83
1337,1.25441,1337,0.81
1338,1.23562,1338,0.84
1339,1.28333,1339,0.79
1340,1.47824,1340,0.7
1341,1.4343,1341,0.68
1342,1.11892,1342,0.85
1343,1.29775,1343,0.62
1344,1.29953,1344,0.6
1345,1.34679,1345,0.73
1346,1.45068,1346,0.74
1347,1.40253,1347,0.72
1348,1.42304,1348,0.61
1349,1.39475,1349,0.75
1350,1.23252,1350,0.8
1351,1.12541,1351,0.73
1352,1.07148,1352,0.78
1353,1.14781,1353,0.75
1354,1.34504,1354,0.67
1355,1.21092,1355,0.78
1356,1.32888,1356,0.75
1357,1.59553,1357,0.64
1358,1.56404,1358,0.7
1359,1.40013,1359,0.74
1360,1.20211,1360,0.71
1361,1.60459,1361,0.62
1362,1.40116,1362,0.73
1363,1.1653,1363,0.79
1364,1.24445,1364,0.86
1365,1.01997,1365,0.82
1366,1.01096,1366,0.82
1367,1.20168,1367,0.78
1368,1.40882,1368,0.7
1369,1.51903,1369,0.64
1370,1.39707,1370,0.68
1371,1.35778,1371,0.75
1372,1.30957,1372,0.75
1373,1.07217,1373,0.87
1374,1.49132,1374,0.64
1375,1.06306,1375,0.78
1376,1.40456,1376,0.75
1377,1.33588,1377,0.76
1378,1.2633,1378,0.71
1379,1.32064,1379,0.77
1380,1.30881,1380,0.78
1381,1.13979,1381,0.77
1382,1.58309,1382,0.69
1383,1.25066,1383,0.69
1384,1.39106,1384,0.81
1385,1.32882,1385,0.81
1386,1.15733,1386,0.77
1387,1.32001,1387,0.71
1388,1.44853,1388,0.64
1389,1.35062,1389,0.74
1390,1.49461,1390,0.63
1391,1.38967,1391,0.8
1392,1.34286,1392,0.75
1393,1.2242,1393,0.84
1394,1.1572,1394,0.7
1395,1.20437,1395,0.83
1396,1.17769,1396,0.73
1397,1.56183,1397,0.65
1398,1.1598,1398,0.76
1399,1.37025,1399,0.74
1400,1.30538,1400,0.73
1401,1.28792,1401,0.74
1402,1.20247,1402,0.81
1403,1.33944,1403,0.73
1404,1.45117,1404,0.72
1405,1.35423,1405,0.74
1406,1.5326,1406,0.64
1407,1.33934,1407,0.67
1408,1.36445,1408,0.71
1409,1.28798,1409,0.8
1410,1.11962,1410,0.77
1411,1.39559,1411,0.72
1412,1.26145,1412,0.73
1413,1.55706,1413,0.66
1414,1.28186,1414,0.73
1415,1.099,1415,0.76
1416,1.29151,1416,0.78
1417,1.33666,1417,0.7
1418,1.35255,1418,0.65
1419,1.33251,1419,0.63
1420,1.36636,1420,0.71
1421,1.2554,1421,0.73
1422,1.38162,1422,0.61
1423,1.54475,1423,0.73
1424,1.28812,1424,0.78
1425,1.25911,1425,0.73
1426,1.29688,1426,0.77
1427,0.974313,1427,0.88
1428,1.2884,1428,0.76
1429,1.1697,1429,0.74
1430,1.28131,1430,0.73
1431,1.09979,1431,0.77
1432,1.53423,1432,0.7
1433,1.52053,1433,0.62
1434,1.27998,1434,0.83
1435,1.4227,1435,0.77
1436,1.39265,1436,0.69
1437,1.23413,1437,0.69
1438,0.988875,1438,0.85
1439,1.20311,1439,0.65
1440,1.176,1440,0.77
1441,1.28759,1441,0.68
1442,1.41197,1442,0.68
1443,1.46287,1443,0.74
1444,1.3357,1444,0.68
1445,1.2665,1445,0.75
1446,1.22383,1446,0.77
1447,1.34462,1447,0.7
1448,1.33968,1448,0.72
1449,1.25802,1449,0.73
1450,1.34867,1450,0.68
1451,1.46003,1451,0.63
1452,1.40195,1452,0.75
1453,1.29838,1453,0.77
1454,1.04901,1454,0.85
1455,0.978419,1455,0.89
1456,1.2513,1456,0.79
1457,1.12357,1457,0.76
1458,1.34534,1458,0.64
1459,1.61124,1459,0.56
1460,1.8183,1460,0.53
1461,1.68727,1461,0.61
1462,1.42257,1462,0.66
1463,1.37106,1463,0.75
1464,1.24515,1464,0.81
1465,1.43119,1465,0.69
1466,1.21179,1466,0.74
1467,1.21515,1467,0.79
1468,1.06406,1468,0.81
1469,1.10799,1469,0.83
1470,1.30454,1470,0.66
1471,1.57417,1471,0.62
1472,1.33806,1472,0.69
1473,1.525,1473,0.67
1474,1.14181,1474,0.81
1475,0.934075,1475,0.84
1476,1.00018,1476,0.8
1477,1.2368,1477,0.74
1478,1.50867,1478,0.61
1479,1.51747,1479,0.69
1480,1.08273,1480,0.8
1481,0.917165,1481,0.86
1482,1.25693,1482,0.81
1483,1.14961,1483,0.7
1484,1.38897,1484,0.65
1485,1.05396,1485,0.78
1486,1.18069,1486,0.7
1487,1.50571,1487,0.67
1488,1.47029,1488,0.78
1489,1.30464,1489,0.73
1490,1.22138,1490,0.84
1491,1.09986,1491,0.75
1492,1.21785,1492,0.74
1493,1.52206,1493,0.73
1494,1.44314,1494,0.75
1495,1.42908,1495,0.73
1496,1.19153,1496,0.79
1497,1.2165,1497,0.73
1498,1.41501,1498,0.76
1499,1.38889,1499,0.67
1500,1.24356,1500,0.73
1501,1.15534,1501,0.82
1502,0.971678,1502,0.86
1503,1.32934,1503,0.71
1504,1.35832,1504,0.75
1505,1.34511,1505,0.78
1506,1.29036,1506,0.78
1507,1.16214,1507,0.81
1508,1.14854,1508,0.84
1509,1.03604,1509,0.84
1510,1.07983,1510,0.79
1511,1.28824,1511,0.71
1512,1.05819,1512,0.84
1513,1.11015,1513,0.76
1514,1.26426,1514,0.77
1515,1.40272,1515,0.68
1516,1.21377,1516,0.77
1517,1.7683,1517,0.6
1518,1.4219,1518,0.67
1519,1.27086,1519,0.75
1520,1.38794,1520,0.72
1521,1.23868,1521,0.77
1522,1.25389,1522,0.83
1523,1.12941,1523,0.81
1524,1.20978,1524,0.84
1525,1.17452,1525,0.86
1526,1.08073,1526,0.92
1527,1.01368,1527,0.85
1528,1.08464,1528,0.77
1529,1.03484,1529,0.81
1530,1.14508,1530,0.71
1531,1.46273,1531,0.62
1532,1.39841,1532,0.68
1533,1.39837,1533,0.76
1534,1.2318,1534,0.78
1535,1.44997,1535,0.67
1536,1.23907,1536,0.79
1537,1.07667,1537,0.82
1538,1.33657,1538,0.77
1539,1.08339,1539,0.76
1540,1.06632,1540,0.84
1541,1.32769,1541,0.65
1542,1.55542,1542,0.51
1543,1.75751,1543,0.61
1544,1.47269,1544,0.7
1545,1.24107,1545,0.81
1546,1.25222,1546,0.84
1547,1.14484,1547,0.8
1548,0.956359,1548,0.87
1549,1.26666,1549,0.8
1550,1.45741,1550,0.76
1551,1.16559,1551,0.8
1552,1.25717,1552,0.69
1553,1.35989,1553,0.75
1554,1.37867,1554,0.79
1555,1.23915,1555,0.76
1556,1.35579,1556,0.66
1557,1.17632,1557,0.78
1558,1.08396,1558,0.77
1559,1.76291,1559,0.67
1560,1.28267,1560,0.75
1561,1.14834,1561,0.8
1562,1.41727,1562,0.79
1563,1.19746,1563,0.82
1564,1.03872,1564,0.89
1565,0.991969,1565,0.92
1566,1.39105,1566,0.78
1567,1.2147,1567,0.72
1568,1.4631,1568,0.61
1569,1.53206,1569,0.68
1570,1.37311,1570,0.68
1571,1.46507,1571,0.63
1572,1.33567,1572,0.78
1573,0.981019,1573,0.88
1574,1.1663,1574,0.84
1575,1.36836,1575,0.68
1576,1.29704,1576,0.87
1577,1.15357,1577,0.79
1578,1.06216,1578,0.79
1579,1.24437,1579,0.65
1580,1.26626,1580,0.64
1581,1.43634,1581,0.66
1582,1.36465,1582,0.79
1583,1.34191,1583,0.77
1584,1.24469,1584,0.76
1585,1.31957,1585,0.77
1586,1.14423,1586,0.82
1587,1.10428,1587,0.85
1588,1.24484,1588,0.75
1589,1.19173,1589,0.77
1590,1.17812,1590,0.88
1591,1.18046,1591,0.73
1592,1.12155,1592,0.75
1593,1.3084,1593,0.78
1594,1.24277,1594,0.75
1595,1.17445,1595,0.76
1596,1.23807,1596,0.83
1597,1.19921,1597,0.77
1598,1.10477,1598,0.8
1599,1.25484,1599,0.76
1600,1.37345,1600,0.7
1601,1.0001,1601,0.78
1602,0.962188,1602,0.89
1603,1.16265,1603,0.81
1604,1.18634,1604,0.71
1605,1.31969,1605,0.63
1606,1.34329,1606,0.62
1607,1.66948,1607,0.58
1608,1.45635,1608,0.59
1609,1.49421,1609,0.66
1610,1.34741,1610,0.77
1611,1.20137,1611,0.7
1612,1.3137,1612,0.75
1613,1.19026,1613,0.65
1614,1.25257,1614,0.81
1615,1.2352,1615,0.63
1616,1.59135,1616,0.56
1617,1.74499,1617,0.65
1618,1.30838,1618,0.81
1619,1.3529,1619,0.73
1620,1.08675,1620,0.85
1621,1.27307,1621,0.72
1622,1.3164,1622,0.79
1623,1.0784,1623,0.81
1624,1.13312,1624,0.78
1625,1.2223,1625,0.77
1626,1.18536,1626,0.84
1627,0.904004,1627,0.8
1628,1.11054,1628,0.81
1629,1.32661,1629,0.66
1630,1.53302,1630,0.64
1631,1.66495,1631,0.72
1632,1.57923,1632,0.74
1633,1.24433,1633,0.7
1634,1.22411,1634,0.77
1635,1.26908,1635,0.72
1636,1.13701,1636,0.9
1637,1.10837,1637,0.83
1638,1.07588,1638,0.85
1639,1.12017,1639,0.86
1640,1.19729,1640,0.74
1641,1.26872,1641,0.68
1642,1.42023,1642,0.62
1643,1.39147,1643,0.78
1644,1.17162,1644,0.79
1645,1.28289,1645,0.8
1646,1.20215,1646,0.78
1647,1.10728,1647,0.8
1648,1.14363,1648,0.79
1649,1.27359,1649,0.7
1650,1.06737,1650,0.8
1651,1.24668,1651,0.66
1652,1.46422,1652,0.65
1653,1.06799,1653,0.78
1654,1.28929,1654,0.81
1655,1.13273,1655,0.8
1656,1.28012,1656,0.68
1657,1.24241,1657,0.79
1658,1.17948,1658,0.77
1659,1.05671,1659,0.83
1660,0.996483,1660,0.79
1661,1.33278,1661,0.67
1662,1.10968,1662,0.82
1663,1.06302,1663,0.87
1664,1.08607,1664,0.86
1665,1.03445,1665,0.71
1666,1.22582,1666,0.79
1667,1.38138,1667,0.75
1668,1.25708,1668,0.77
1669,0.972923,1669,0.77
1670,1.05569,1670,0.82
1671,1.28775,1671,0.65
1672,1.35899,1672,0.74
1673,1.28575,1673,0.72
1674,1.28967,1674,0.71
1675,1.09547,1675,0.9
1676,1.13207,1676,0.75
1677,1.32345,1677,0.72
1678,1.79377,1678,0.58
1679,1.74572,1679,0.6
1680,1.38096,1680,0.74
1681,1.22017,1681,0.8
1682,1.20544,1682,0.74
1683,1.53048,1683,0.56
1684,1.72276,1684,0.53
1685,1.28231,1685,0.81
1686,1.42808,1686,0.71
1687,1.14503,1687,0.81
1688,1.20834,1688,0.74
1689,1.1892,1689,0.82
1690,1.28338,1690,0.79
1691,1.40705,1691,0.75
1692,1.11593,1692,0.77
1693,1.23631,1693,0.8
1694,1.17984,1694,0.81
1695,1.20825,1695,0.78
1696,1.32581,1696,0.81
1697,1.26877,1697,0.79
1698,1.06127,1698,0.86
1699,1.47613,1699,0.81
1700,1.17655,1700,0.76
1701,0.963992,1701,0.86
