TrainStep,TrainLoss,TrainStep,TrainAccuracy
1702,1.51886,1702,0.53
1703,1.42197,1703,0.7
1704,1.57917,1704,0.69
1705,1.30202,1705,0.73
1706,1.21231,1706,0.78
1707,1.31288,1707,0.74
1708,1.26716,1708,0.69
1709,1.13777,1709,0.66
1710,1.43536,1710,0.58
1711,1.32259,1711,0.64
1712,1.37667,1712,0.71
1713,1.16507,1713,0.75
1714,1.18875,1714,0.78
1715,1.32412,1715,0.75
1716,1.29139,1716,0.76
1717,1.3767,1717,0.68
1718,1.18669,1718,0.8
1719,0.88816,1719,0.88
1720,1.23217,1720,0.8
1721,1.24208,1721,0.68
1722,1.27409,1722,0.8
1723,1.15467,1723,0.81
1724,1.26001,1724,0.77
1725,1.06392,1725,0.8
1726,1.09285,1726,0.84
1727,1.28193,1727,0.77
1728,1.14012,1728,0.76
1729,1.4127,1729,0.67
1730,1.49927,1730,0.64
1731,1.48046,1731,0.56
1732,1.83298,1732,0.61
1733,1.36962,1733,0.76
1734,0.896771,1734,0.89
1735,1.0267,1735,0.77
1736,1.36467,1736,0.71
1737,1.3221,1737,0.73
1738,1.21026,1738,0.66
1739,1.54444,1739,0.65
1740,1.24519,1740,0.74
1741,1.19783,1741,0.74
1742,1.43561,1742,0.71
1743,1.25356,1743,0.69
1744,1.32518,1744,0.75
1745,1.21585,1745,0.76
1746,1.1361,1746,0.76
1747,1.17615,1747,0.68
1748,1.55525,1748,0.65
1749,1.2077,1749,0.66
1750,1.47294,1750,0.74
1751,1.10274,1751,0.81
1752,1.22459,1752,0.75
1753,0.860228,1753,0.89
1754,1.10764,1754,0.81
1755,1.21244,1755,0.77
1756,1.72323,1756,0.59
1757,1.26235,1757,0.68
1758,1.37725,1758,0.74
1759,1.02073,1759,0.8
1760,1.29644,1760,0.64
1761,1.07953,1761,0.75
1762,1.26291,1762,0.76
1763,1.0807,1763,0.83
1764,1.12083,1764,0.88
1765,1.23146,1765,0.76
1766,1.05382,1766,0.85
1767,1.2152,1767,0.8
1768,1.23065,1768,0.74
1769,1.22601,1769,0.74
1770,1.2085,1770,0.73
1771,1.09533,1771,0.78
1772,1.51163,1772,0.69
1773,1.39893,1773,0.69
1774,1.32702,1774,0.67
1775,1.24077,1775,0.78
1776,1.13018,1776,0.81
1777,1.26519,1777,0.67
1778,1.25195,1778,0.8
1779,1.20372,1779,0.82
1780,1.12579,1780,0.78
1781,0.945078,1781,0.82
1782,1.15355,1782,0.64
1783,1.44696,1783,0.59
1784,1.33435,1784,0.76
1785,1.24983,1785,0.8
1786,1.23588,1786,0.78
1787,1.0928,1787,0.8
1788,1.41432,1788,0.71
1789,1.13831,1789,0.76
1790,1.19043,1790,0.67
1791,0.994848,1791,0.87
1792,1.10807,1792,0.75
1793,1.0596,1793,0.8
1794,1.29976,1794,0.68
1795,1.43576,1795,0.68
1796,1.20301,1796,0.8
1797,1.18944,1797,0.74
1798,1.03717,1798,0.82
1799,1.22565,1799,0.81
1800,0.981573,1800,0.86
1801,1.13008,1801,0.79
1802,1.01238,1802,0.9
1803,1.30977,1803,0.72
1804,1.16197,1804,0.8
1805,1.14352,1805,0.78
1806,1.20985,1806,0.82
1807,1.08916,1807,0.81
1808,1.2762,1808,0.68
1809,1.02322,1809,0.81
1810,1.16228,1810,0.77
1811,1.86466,1811,0.67
1812,1.46712,1812,0.77
1813,1.17533,1813,0.77
1814,1.4527,1814,0.78
1815,1.16278,1815,0.78
1816,1.18944,1816,0.82
1817,1.18421,1817,0.76
1818,1.05477,1818,0.74
1819,1.50778,1819,0.53
1820,1.51414,1820,0.73
1821,1.31992,1821,0.74
1822,1.09079,1822,0.85
1823,1.18666,1823,0.8
1824,1.31049,1824,0.73
1825,1.1535,1825,0.76
1826,1.23028,1826,0.73
1827,1.23541,1827,0.68
1828,1.25632,1828,0.77
1829,1.15534,1829,0.83
1830,1.15577,1830,0.83
1831,0.971467,1831,0.86
1832,0.981884,1832,0.86
1833,0.935918,1833,0.89
1834,1.18439,1834,0.75
1835,1.46271,1835,0.72
1836,0.827622,1836,0.87
1837,1.05365,1837,0.75
1838,1.3481,1838,0.75
1839,1.18606,1839,0.71
1840,1.08255,1840,0.74
1841,1.68983,1841,0.59
1842,1.25068,1842,0.73
1843,1.33384,1843,0.68
1844,1.35814,1844,0.66
1845,1.19256,1845,0.79
1846,1.17694,1846,0.67
1847,1.43486,1847,0.65
1848,1.76154,1848,0.64
1849,1.13134,1849,0.8
1850,1.04768,1850,0.85
1851,0.972336,1851,0.79
1852,1.27802,1852,0.69
1853,1.29252,1853,0.77
1854,1.20117,1854,0.72
1855,1.17821,1855,0.79
1856,1.19423,1856,0.79
1857,1.39235,1857,0.75
1858,1.19224,1858,0.75
1859,1.08734,1859,0.83
1860,0.961481,1860,0.82
1861,1.13469,1861,0.75
1862,1.0916,1862,0.79
1863,1.22248,1863,0.77
1864,1.20664,1864,0.7
1865,1.29789,1865,0.68
1866,1.34952,1866,0.75
1867,1.13367,1867,0.71
1868,1.24687,1868,0.82
1869,1.1669,1869,0.77
1870,1.13078,1870,0.84
1871,1.2812,1871,0.79
1872,0.966516,1872,0.89
1873,1.20732,1873,0.81
1874,1.28327,1874,0.71
1875,1.26561,1875,0.73
1876,1.12051,1876,0.73
1877,1.65005,1877,0.59
1878,1.40448,1878,0.7
1879,1.22597,1879,0.68
1880,1.36142,1880,0.72
1881,1.08139,1881,0.77
1882,1.19415,1882,0.75
1883,1.42533,1883,0.73
1884,1.22626,1884,0.76
1885,1.03104,1885,0.79
1886,1.24785,1886,0.75
1887,1.15659,1887,0.81
1888,1.10652,1888,0.78
1889,1.01008,1889,0.86
1890,0.966602,1890,0.87
1891,1.09923,1891,0.81
1892,1.15826,1892,0.84
1893,1.35569,1893,0.75
1894,1.29391,1894,0.73
1895,1.1051,1895,0.81
1896,1.19229,1896,0.75
1897,1.61701,1897,0.7
1898,1.34502,1898,0.8
1899,1.13527,1899,0.83
1900,1.03702,1900,0.81
1901,1.01632,1901,0.82
1902,1.23799,1902,0.79
1903,1.35379,1903,0.81
1904,1.1241,1904,0.82
1905,1.15982,1905,0.82
1906,0.979732,1906,0.78
1907,1.00685,1907,0.78
1908,1.28342,1908,0.73
1909,1.27494,1909,0.74
1910,1.14779,1910,0.83
1911,1.18372,1911,0.78
1912,1.37325,1912,0.66
1913,1.50838,1913,0.66
1914,1.22512,1914,0.74
1915,1.30767,1915,0.75
1916,1.07635,1916,0.85
1917,1.09781,1917,0.8
1918,1.14767,1918,0.8
1919,1.099,1919,0.8
1920,1.45386,1920,0.66
1921,1.35881,1921,0.78
1922,1.05862,1922,0.81
1923,1.01986,1923,0.86
1924,1.19556,1924,0.76
1925,1.06476,1925,0.79
1926,1.13892,1926,0.77
1927,1.24776,1927,0.75
1928,1.04883,1928,0.81
1929,1.37947,1929,0.62
1930,1.28423,1930,0.74
1931,1.35456,1931,0.69
1932,1.09448,1932,0.74
1933,1.21871,1933,0.75
1934,1.27635,1934,0.73
1935,1.20572,1935,0.68
1936,1.43988,1936,0.67
1937,0.998418,1937,0.8
1938,1.0482,1938,0.86
1939,1.16093,1939,0.81
1940,1.11741,1940,0.82
1941,1.31701,1941,0.8
1942,1.29683,1942,0.74
1943,1.04934,1943,0.85
1944,1.0072,1944,0.89
1945,1.10873,1945,0.68
1946,1.45352,1946,0.7
1947,1.24561,1947,0.74
1948,1.12537,1948,0.82
1949,1.25771,1949,0.8
1950,0.9981,1950,0.86
1951,1.16871,1951,0.77
1952,1.13983,1952,0.84
1953,1.19257,1953,0.8
1954,1.12548,1954,0.76
1955,1.37672,1955,0.76
1956,1.24422,1956,0.79
1957,0.863683,1957,0.87
1958,1.05318,1958,0.85
1959,1.21266,1959,0.8
1960,1.30045,1960,0.7
1961,1.42046,1961,0.62
1962,1.33869,1962,0.65
1963,1.59526,1963,0.65
1964,1.41444,1964,0.72
1965,1.50244,1965,0.72
1966,1.25519,1966,0.75
1967,1.1217,1967,0.85
1968,1.24085,1968,0.8
1969,1.02237,1969,0.81
1970,1.09816,1970,0.73
1971,1.36332,1971,0.74
1972,1.10488,1972,0.84
1973,0.951268,1973,0.86
1974,1.29935,1974,0.66
1975,1.1236,1975,0.79
1976,1.18962,1976,0.81
1977,1.06068,1977,0.8
1978,0.978419,1978,0.84
1979,1.09751,1979,0.77
1980,1.31031,1980,0.8
1981,1.11913,1981,0.77
1982,1.46956,1982,0.6
1983,1.24676,1983,0.81
1984,0.907015,1984,0.8
1985,1.4227,1985,0.76
1986,1.26049,1986,0.76
1987,0.948779,1987,0.83
1988,0.931729,1988,0.85
1989,1.29473,1989,0.82
1990,1.33406,1990,0.78
1991,1.05549,1991,0.81
1992,0.967509,1992,0.78
1993,1.04532,1993,0.8
1994,1.26321,1994,0.73
1995,1.32876,1995,0.72
1996,1.17359,1996,0.65
1997,1.19605,1997,0.73
1998,1.50649,1998,0.74
1999,1.28151,1999,0.7
2000,1.48407,2000,0.73
2001,1.14336,2001,0.81
2002,1.24953,2002,0.78
2003,1.04254,2003,0.85
2004,1.18555,2004,0.78
2005,1.09587,2005,0.84
2006,1.37064,2006,0.74
2007,1.06543,2007,0.76
2008,1.00734,2008,0.82
2009,1.3018,2009,0.82
2010,1.02982,2010,0.82
2011,1.0141,2011,0.84
2012,1.26217,2012,0.75
2013,0.928812,2013,0.84
2014,1.19202,2014,0.78
2015,1.30346,2015,0.68
2016,1.04425,2016,0.83
2017,1.1276,2017,0.82
2018,1.23164,2018,0.75
2019,1.11719,2019,0.77
2020,0.988238,2020,0.84
2021,1.02324,2021,0.77
2022,1.41943,2022,0.63
2023,1.46609,2023,0.61
2024,1.38511,2024,0.72
2025,1.24079,2025,0.73
2026,1.31122,2026,0.69
2027,1.22231,2027,0.76
2028,1.14457,2028,0.81
2029,1.00584,2029,0.82
2030,1.19576,2030,0.75
2031,1.35994,2031,0.79
2032,1.14496,2032,0.7
2033,1.19162,2033,0.79
2034,0.942945,2034,0.85
2035,1.13995,2035,0.68
2036,1.65788,2036,0.68
2037,1.21378,2037,0.74
2038,1.14269,2038,0.82
2039,1.01045,2039,0.81
2040,1.26101,2040,0.71
2041,1.3006,2041,0.68
2042,1.44291,2042,0.74
2043,1.03726,2043,0.84
2044,0.875679,2044,0.88
2045,0.831276,2045,0.87
2046,0.974829,2046,0.91
2047,0.832215,2047,0.88
2048,0.858845,2048,0.79
2049,1.17639,2049,0.72
2050,1.405,2050,0.69
2051,1.02008,2051,0.82
2052,1.49154,2052,0.62
2053,1.3451,2053,0.56
2054,1.4546,2054,0.52
2055,1.53421,2055,0.57
2056,1.21375,2056,0.76
2057,1.05578,2057,0.85
2058,1.27415,2058,0.7
2059,1.26879,2059,0.83
2060,0.982796,2060,0.86
2061,1.06809,2061,0.81
2062,1.0848,2062,0.81
2063,1.48334,2063,0.67
2064,1.04045,2064,0.9
2065,1.00232,2065,0.88
2066,1.11155,2066,0.77
2067,1.18188,2067,0.83
2068,1.10006,2068,0.76
2069,1.0394,2069,0.84
2070,1.33278,2070,0.75
2071,1.0109,2071,0.8
2072,1.2159,2072,0.77
2073,1.29748,2073,0.76
2074,1.14477,2074,0.76
2075,1.10428,2075,0.83
2076,1.15236,2076,0.84
2077,1.20777,2077,0.79
2078,1.34325,2078,0.74
2079,1.18597,2079,0.78
2080,1.02477,2080,0.73
2081,1.30798,2081,0.61
2082,1.50217,2082,0.76
2083,1.05901,2083,0.83
2084,1.30082,2084,0.71
2085,1.37495,2085,0.72
2086,1.42273,2086,0.63
2087,1.01181,2087,0.77
2088,1.12768,2088,0.79
2089,0.936593,2089,0.76
2090,1.28155,2090,0.68
2091,1.46676,2091,0.67
2092,1.35186,2092,0.75
2093,1.50953,2093,0.69
2094,1.22038,2094,0.78
2095,1.13148,2095,0.83
2096,1.17895,2096,0.69
2097,0.998685,2097,0.87
2098,1.08812,2098,0.79
2099,1.1244,2099,0.87
2100,1.18074,2100,0.75
2101,1.05749,2101,0.79
2102,1.10584,2102,0.71
2103,1.03126,2103,0.8
2104,0.961433,2104,0.85
2105,1.1794,2105,0.75
2106,1.01891,2106,0.82
2107,1.19775,2107,0.78
2108,1.23562,2108,0.82
2109,0.917356,2109,0.89
2110,0.873625,2110,0.89
2111,1.10419,2111,0.81
2112,1.10871,2112,0.76
2113,1.28059,2113,0.7
2114,1.54044,2114,0.68
2115,1.09285,2115,0.85
2116,1.26103,2116,0.71
2117,1.28414,2117,0.65
2118,1.41707,2118,0.71
2119,1.23183,2119,0.78
2120,1.12796,2120,0.8
2121,1.10354,2121,0.87
2122,0.983072,2122,0.86
2123,0.992926,2123,0.86
2124,1.22619,2124,0.71
2125,1.21436,2125,0.75
2126,1.14159,2126,0.82
2127,1.19614,2127,0.73
2128,1.40012,2128,0.72
2129,1.1405,2129,0.75
2130,1.18307,2130,0.76
2131,1.24215,2131,0.68
2132,1.13292,2132,0.8
2133,1.11947,2133,0.79
2134,0.984545,2134,0.82
2135,1.03209,2135,0.75
2136,1.11216,2136,0.77
2137,1.03199,2137,0.81
2138,1.17331,2138,0.63
2139,1.31703,2139,0.79
2140,1.2789,2140,0.68
2141,1.25242,2141,0.7
2142,1.09182,2142,0.74
2143,1.19358,2143,0.75
2144,1.43193,2144,0.73
2145,1.00605,2145,0.81
2146,1.07127,2146,0.8
2147,1.16977,2147,0.76
2148,1.00004,2148,0.83
2149,1.09141,2149,0.78
2150,1.10786,2150,0.74
2151,1.03749,2151,0.86
2152,1.01379,2152,0.86
2153,1.16925,2153,0.72
2154,1.07237,2154,0.76
2155,1.37953,2155,0.72
2156,1.16669,2156,0.8
2157,0.985716,2157,0.85
2158,0.957381,2158,0.83
2159,1.07779,2159,0.75
2160,1.05678,2160,0.79
2161,1.14665,2161,0.68
2162,1.22671,2162,0.74
2163,1.05929,2163,0.83
2164,1.09725,2164,0.81
2165,0.89414,2165,0.87
2166,1.2492,2166,0.73
2167,1.15121,2167,0.76
2168,1.17873,2168,0.77
2169,1.0917,2169,0.81
2170,1.19475,2170,0.74
2171,1.06897,2171,0.82
2172,1.06972,2172,0.79
2173,1.26382,2173,0.58
2174,1.39485,2174,0.6
2175,1.6025,2175,0.67
2176,1.01396,2176,0.84
2177,1.01831,2177,0.8
2178,1.22221,2178,0.75
2179,1.06723,2179,0.83
2180,1.40698,2180,0.62
2181,1.21268,2181,0.75
2182,1.09584,2182,0.89
2183,0.974068,2183,0.89
2184,0.886223,2184,0.86
2185,1.22943,2185,0.78
2186,1.23381,2186,0.8
2187,1.10787,2187,0.78
2188,1.21811,2188,0.75
2189,1.23688,2189,0.73
2190,0.932598,2190,0.86
2191,0.963358,2191,0.74
2192,1.20529,2192,0.62
2193,1.38524,2193,0.81
2194,1.15163,2194,0.82
2195,1.13888,2195,0.83
2196,1.36613,2196,0.75
2197,1.05227,2197,0.75
2198,1.0759,2198,0.78
2199,1.175,2199,0.73
2200,1.18344,2200,0.77
2201,0.955755,2201,0.84
2202,1.20234,2202,0.71
2203,1.07697,2203,0.74
2204,0.947774,2204,0.86
2205,1.05942,2205,0.72
2206,1.26073,2206,0.76
2207,1.16541,2207,0.82
2208,1.11553,2208,0.79
2209,1.15157,2209,0.79
2210,1.38345,2210,0.65
2211,1.42627,2211,0.78
2212,1.03762,2212,0.8
2213,0.885534,2213,0.87
2214,1.02748,2214,0.81
2215,0.914357,2215,0.84
2216,1.36677,2216,0.65
2217,1.2341,2217,0.7
2218,1.30216,2218,0.66
2219,1.50785,2219,0.68
2220,1.20719,2220,0.84
2221,0.96565,2221,0.87
2222,1.08797,2222,0.82
2223,0.954922,2223,0.88
2224,0.946875,2224,0.82
2225,1.0897,2225,0.78
2226,1.15758,2226,0.74
2227,0.961716,2227,0.77
2228,1.08135,2228,0.8
2229,1.09028,2229,0.84
2230,1.2963,2230,0.68
2231,1.30868,2231,0.8
2232,1.01577,2232,0.83
2233,1.18984,2233,0.66
2234,1.35775,2234,0.64
2235,0.974826,2235,0.84
2236,1.00343,2236,0.81
2237,1.26959,2237,0.72
2238,1.55526,2238,0.69
2239,1.05758,2239,0.78
2240,1.18279,2240,0.74
2241,1.02773,2241,0.84
2242,1.1013,2242,0.74
2243,1.02441,2243,0.86
2244,1.00909,2244,0.82
2245,1.21571,2245,0.81
2246,1.27969,2246,0.69
2247,0.997047,2247,0.92
2248,1.19622,2248,0.76
2249,1.05618,2249,0.77
2250,1.20363,2250,0.73
2251,1.10729,2251,0.68
2252,1.32701,2252,0.63
2253,1.25207,2253,0.74
2254,1.26122,2254,0.76
2255,0.937095,2255,0.79
2256,1.1391,2256,0.77
2257,1.25919,2257,0.63
2258,1.25165,2258,0.74
2259,1.19047,2259,0.85
2260,1.08716,2260,0.82
2261,1.15294,2261,0.7
2262,1.38929,2262,0.75
2263,1.21961,2263,0.78
2264,0.992464,2264,0.82
2265,1.16077,2265,0.81
2266,1.07784,2266,0.84
2267,1.09132,2267,0.86
2268,1.06858,2268,0.84
2269,0.891855,2269,0.81
2270,1.3165,2270,0.74
2271,1.07878,2271,0.85
2272,0.760045,2272,0.88
2273,0.922555,2273,0.8
2274,1.46039,2274,0.66
2275,1.33372,2275,0.73
2276,1.27504,2276,0.7
2277,1.55452,2277,0.68
2278,1.15631,2278,0.81
2279,1.13358,2279,0.8
2280,1.18229,2280,0.77
2281,0.976735,2281,0.83
2282,1.0438,2282,0.83
2283,1.18949,2283,0.77
2284,0.93404,2284,0.81
2285,1.17705,2285,0.74
2286,0.904144,2286,0.89
2287,1.43896,2287,0.67
2288,1.04843,2288,0.83
2289,1.30561,2289,0.63
2290,1.39638,2290,0.73
2291,1.21752,2291,0.78
2292,1.01257,2292,0.79
2293,1.12883,2293,0.75
2294,1.3389,2294,0.71
2295,1.14468,2295,0.78
2296,1.13239,2296,0.82
2297,1.06226,2297,0.81
2298,1.07105,2298,0.8
2299,1.31997,2299,0.69
2300,1.1453,2300,0.77
2301,1.21864,2301,0.77
2302,1.50897,2302,0.76
2303,1.12699,2303,0.76
2304,1.06302,2304,0.74
2305,0.984785,2305,0.85
2306,1.18217,2306,0.78
2307,1.04068,2307,0.77
2308,1.01734,2308,0.83
2309,1.24177,2309,0.8
2310,1.08554,2310,0.76
2311,1.09861,2311,0.79
2312,1.12202,2312,0.77
2313,1.12208,2313,0.84
2314,0.924112,2314,0.84
2315,1.31856,2315,0.66
2316,1.5269,2316,0.69
2317,1.95573,2317,0.58
2318,1.517,2318,0.71
2319,1.13725,2319,0.8
2320,1.14077,2320,0.82
2321,1.06101,2321,0.84
2322,1.03705,2322,0.83
2323,0.951345,2323,0.88
2324,1.19101,2324,0.77
2325,0.999203,2325,0.78
2326,1.20718,2326,0.75
2327,1.3135,2327,0.68
2328,1.18866,2328,0.77
2329,1.00092,2329,0.82
2330,1.02578,2330,0.85
2331,1.01209,2331,0.8
2332,1.29316,2332,0.71
2333,1.27175,2333,0.72
2334,0.980421,2334,0.88
2335,1.10767,2335,0.8
2336,1.1661,2336,0.8
2337,1.06917,2337,0.81
2338,1.07749,2338,0.78
2339,1.18034,2339,0.79
2340,0.975879,2340,0.89
2341,1.11358,2341,0.81
2342,1.3621,2342,0.7
2343,1.13447,2343,0.82
2344,0.962957,2344,0.81
2345,1.09672,2345,0.8
2346,1.26838,2346,0.74
2347,1.31976,2347,0.77
2348,1.20298,2348,0.71
2349,1.20191,2349,0.76
2350,1.05974,2350,0.85
2351,1.11292,2351,0.8
2352,1.16256,2352,0.76
2353,1.14422,2353,0.8
2354,1.33098,2354,0.75
2355,1.06383,2355,0.81
2356,1.07482,2356,0.77
2357,1.16847,2357,0.78
2358,1.26169,2358,0.79
2359,1.02168,2359,0.76
2360,1.04173,2360,0.84
2361,1.35524,2361,0.69
2362,0.994453,2362,0.86
2363,1.06695,2363,0.77
2364,1.02661,2364,0.79
2365,1.05919,2365,0.77
2366,1.21757,2366,0.83
2367,1.09803,2367,0.9
2368,0.962221,2368,0.82
2369,1.09285,2369,0.77
2370,1.18207,2370,0.66
2371,1.22821,2371,0.7
2372,1.24705,2372,0.77
2373,0.963352,2373,0.84
2374,0.937329,2374,0.66
2375,1.55451,2375,0.68
2376,1.27776,2376,0.69
2377,1.01441,2377,0.83
2378,1.13097,2378,0.83
2379,0.974243,2379,0.81
2380,1.30954,2380,0.72
2381,1.2512,2381,0.82
2382,1.09569,2382,0.78
2383,1.11281,2383,0.82
2384,1.19943,2384,0.8
2385,0.990938,2385,0.84
2386,1.01314,2386,0.86
2387,1.23906,2387,0.78
2388,1.18615,2388,0.77
2389,0.88714,2389,0.9
2390,0.939335,2390,0.8
2391,0.914524,2391,0.85
2392,1.14828,2392,0.84
2393,0.986295,2393,0.84
2394,0.934547,2394,0.88
2395,1.04378,2395,0.83
2396,1.04431,2396,0.85
2397,0.94084,2397,0.86
2398,0.922543,2398,0.88
2399,1.03336,2399,0.87
2400,1.12614,2400,0.79
2401,1.38801,2401,0.73
2402,1.28079,2402,0.78
2403,1.04857,2403,0.83
2404,1.13618,2404,0.79
2405,1.26594,2405,0.81
2406,0.991339,2406,0.82
2407,0.947211,2407,0.85
2408,1.09467,2408,0.76
2409,1.11642,2409,0.83
2410,1.09632,2410,0.8
2411,1.06284,2411,0.76
2412,1.02006,2412,0.67
2413,1.16661,2413,0.75
2414,1.27241,2414,0.81
2415,1.30098,2415,0.67
2416,1.01496,2416,0.8
2417,1.11503,2417,0.7
2418,1.56985,2418,0.73
2419,1.03724,2419,0.82
2420,1.03496,2420,0.86
2421,0.997272,2421,0.85
2422,1.01322,2422,0.75
2423,1.07333,2423,0.82
2424,0.967276,2424,0.77
2425,1.28656,2425,0.77
2426,0.966471,2426,0.83
2427,1.0686,2427,0.8
2428,0.833628,2428,0.89
2429,1.00311,2429,0.81
2430,1.15231,2430,0.86
2431,0.95956,2431,0.8
2432,1.08459,2432,0.87
2433,0.840825,2433,0.9
2434,0.931054,2434,0.89
2435,1.03914,2435,0.81
2436,1.11791,2436,0.71
2437,1.39011,2437,0.64
2438,0.995498,2438,0.93
2439,1.15666,2439,0.82
2440,0.84243,2440,0.89
2441,1.01678,2441,0.79
2442,1.33604,2442,0.63
2443,1.52219,2443,0.64
2444,1.13508,2444,0.7
2445,1.14889,2445,0.8
2446,0.951198,2446,0.8
2447,0.923509,2447,0.86
2448,0.968575,2448,0.82
2449,0.994603,2449,0.88
2450,1.24227,2450,0.73
2451,1.0619,2451,0.8
2452,1.27979,2452,0.63
2453,1.6035,2453,0.73
2454,1.06256,2454,0.84
2455,0.993991,2455,0.82
2456,0.917439,2456,0.82
2457,1.10305,2457,0.71
2458,1.3375,2458,0.71
2459,0.99429,2459,0.82
2460,1.02755,2460,0.8
2461,1.19679,2461,0.79
2462,1.03759,2462,0.77
2463,1.07746,2463,0.81
2464,1.14374,2464,0.76
2465,1.02248,2465,0.81
2466,1.18054,2466,0.8
2467,1.05103,2467,0.83
2468,1.13759,2468,0.87
2469,0.818935,2469,0.77
2470,1.28642,2470,0.58
2471,1.06368,2471,0.83
2472,1.00277,2472,0.79
2473,1.1753,2473,0.81
2474,1.16721,2474,0.82
2475,0.821764,2475,0.92
2476,0.865531,2476,0.82
2477,1.01938,2477,0.77
2478,1.17344,2478,0.72
2479,0.870513,2479,0.84
2480,1.02695,2480,0.83
2481,1.12109,2481,0.74
2482,1.09308,2482,0.84
2483,1.08648,2483,0.84
2484,1.12274,2484,0.78
2485,1.00183,2485,0.77
2486,1.02615,2486,0.81
2487,1.16218,2487,0.78
2488,1.05829,2488,0.79
2489,1.04835,2489,0.76
2490,0.953313,2490,0.77
2491,1.29663,2491,0.74
2492,1.56164,2492,0.71
2493,1.16619,2493,0.77
2494,1.04476,2494,0.8
2495,1.07302,2495,0.76
2496,0.946949,2496,0.76
2497,1.18362,2497,0.8
2498,1.26086,2498,0.76
2499,1.07933,2499,0.77
2500,1.22799,2500,0.79